,0rf,1rf,2rf,3rf,4rf,5rf,6rf,7rf,8rf,9rf
1,0.0,0.0,0.08333333333333333,0.07692307692307693,0.3235294117647059,0.19444444444444445,0.2972972972972973,0.43243243243243246,0.5135135135135135,0.75
2,0.16216216216216217,0.21052631578947367,0.08333333333333333,0.1794871794871795,0.11764705882352941,0.25,0.05405405405405406,0.24324324324324326,0.08108108108108109,0.1388888888888889
3,0.40540540540540543,0.10526315789473684,0.19444444444444445,0.2564102564102564,0.29411764705882354,0.1111111111111111,0.21621621621621623,0.10810810810810811,0.2702702702702703,0.05555555555555555
4,0.2972972972972973,0.3157894736842105,0.4166666666666667,0.46153846153846156,0.20588235294117646,0.3333333333333333,0.43243243243243246,0.21621621621621623,0.13513513513513514,0.05555555555555555
5,0.13513513513513514,0.3684210526315789,0.2222222222222222,0.02564102564102564,0.058823529411764705,0.1111111111111111,0.0,0.0,0.0,0.0
