,date,irad_amt,av_temp,prcp_amt,PET,amount,remaining
14227,2020-06-06,197.76569,10.585902,2.1515355,20.05697984970315,1.0,-17.90544434970315
14258,2020-07-07,125.68748,13.839407,14.499198,15.40784481080401,1.0,-0.9086468108040098
14262,2020-07-11,128.35632,14.617087,5.035889,16.384546437010933,1.0,-11.348657437010932
14264,2020-07-13,210.65192,15.562035,0.03710753,28.184748515468506,1.0,-28.147640985468506
14265,2020-07-13,210.65192,15.562035,0.03710753,28.184748515468506,1.0,-28.147640985468506
14266,2020-07-13,210.65192,15.562035,0.03710753,28.184748515468506,1.0,-28.147640985468506
14268,2020-07-15,198.23746,16.638783,0.41090643,27.91265863750117,1.0,-27.50175220750117
14269,2020-07-16,229.85097,18.103127,0.031791482,34.55411342388854,1.0,-34.522321941888535
14270,2020-07-16,229.85097,18.103127,0.031791482,34.55411342388854,1.0,-34.522321941888535
14273,2020-07-19,167.49895,13.015996,2.856747,19.63599956535789,1.0,-16.77925256535789
14274,2020-07-20,124.42801,14.61387,8.659129,15.880497218237245,2.0,-7.221368218237245
14275,2020-07-20,124.42801,14.61387,8.659129,15.880497218237245,1.0,-7.221368218237245
14276,2020-07-21,119.83716,15.925937,6.9209986,16.3177047138139,1.0,-9.396706113813899
14279,2020-07-24,128.4137,16.621988,0.48284817,18.067149143906825,1.0,-17.584300973906824
14280,2020-07-24,128.4137,16.621988,0.48284817,18.067149143906825,1.0,-17.584300973906824
14281,2020-07-24,128.4137,16.621988,0.48284817,18.067149143906825,1.0,-17.584300973906824
14283,2020-07-26,122.21937,15.041824,0.2544823,15.938958243954188,1.0,-15.684475943954189
14284,2020-07-26,122.21937,15.041824,0.2544823,15.938958243954188,1.0,-15.684475943954189
14285,2020-07-27,213.46057,13.569011,0.013610801,25.792241491386452,5.0,-25.778630690386453
14286,2020-07-28,203.42052,12.734719,0.01368016,23.47479022015799,3.0,-23.46111006015799
14287,2020-07-28,203.42052,12.734719,0.01368016,23.47479022015799,2.0,-23.46111006015799
14288,2020-07-28,203.42052,12.734719,0.01368016,23.47479022015799,3.0,-23.46111006015799
14289,2020-07-28,203.42052,12.734719,0.01368016,23.47479022015799,3.0,-23.46111006015799
14291,2020-07-30,128.82104,15.690699,4.1370096,17.343814182111924,4.0,-13.206804582111925
14292,2020-07-30,128.82104,15.690699,4.1370096,17.343814182111924,4.0,-13.206804582111925
14293,2020-08-01,193.50229,14.963389,0.111706,25.136396978532083,1.0,-25.02469097853208
14294,2020-08-01,193.50229,14.963389,0.111706,25.136396978532083,1.0,-25.02469097853208
14298,2020-08-05,171.42989,19.405558,0.23936185,27.224376127854114,4.0,-26.985014277854113
14299,2020-08-05,171.42989,19.405558,0.23936185,27.224376127854114,3.0,-26.985014277854113
14300,2020-08-05,171.42989,19.405558,0.23936185,27.224376127854114,4.0,-26.985014277854113
14301,2020-08-05,171.42989,19.405558,0.23936185,27.224376127854114,4.0,-26.985014277854113
14302,2020-08-05,171.42989,19.405558,0.23936185,27.224376127854114,4.0,-26.985014277854113
14303,2020-08-06,162.18063,18.30769,0.34443608,24.596927694200286,3.0,-24.252491614200284
14304,2020-08-06,162.18063,18.30769,0.34443608,24.596927694200286,3.0,-24.252491614200284
14305,2020-08-06,162.18063,18.30769,0.34443608,24.596927694200286,3.0,-24.252491614200284
14306,2020-08-06,162.18063,18.30769,0.34443608,24.596927694200286,3.0,-24.252491614200284
14307,2020-08-06,162.18063,18.30769,0.34443608,24.596927694200286,1.0,-24.252491614200284
14310,2020-08-09,195.52145,16.039354,0.15387152,26.76760151706988,4.0,-26.613729997069882
14311,2020-08-09,195.52145,16.039354,0.15387152,26.76760151706988,1.0,-26.613729997069882
14312,2020-08-10,164.90105,15.8610935,1.4080296,22.384280467843414,2.0,-20.976250867843415
14313,2020-08-10,164.90105,15.8610935,1.4080296,22.384280467843414,1.0,-20.976250867843415
14314,2020-08-11,200.80934,15.563148,0.5387112,26.86928798934357,1.0,-26.330576789343567
14315,2020-08-11,200.80934,15.563148,0.5387112,26.86928798934357,1.0,-26.330576789343567
14316,2020-08-11,200.80934,15.563148,0.5387112,26.86928798934357,1.0,-26.330576789343567
14317,2020-08-12,105.14314,14.57046,1.8556459,13.389508170512757,2.0,-11.533862270512756
14318,2020-08-13,167.07649,13.433353,0.18068379,20.04021289804119,1.0,-19.85952910804119
14319,2020-08-13,167.07649,13.433353,0.18068379,20.04021289804119,1.0,-19.85952910804119
14320,2020-08-13,167.07649,13.433353,0.18068379,20.04021289804119,1.0,-19.85952910804119
14321,2020-08-14,173.21344,15.226515,0.19193222,22.7973987660177,1.0,-22.605466546017702
14322,2020-08-15,88.38847,17.261013,2.9496136,12.803337322489003,1.0,-9.853723722489004
14323,2020-08-15,88.38847,17.261013,2.9496136,12.803337322489003,1.0,-9.853723722489004
14324,2020-08-15,88.38847,17.261013,2.9496136,12.803337322489003,1.0,-9.853723722489004
14325,2020-08-15,88.38847,17.261013,2.9496136,12.803337322489003,1.0,-9.853723722489004
14326,2020-08-16,144.86815,17.798746,0.35538074,21.491489818713564,1.0,-21.136109078713563
14327,2020-08-16,144.86815,17.798746,0.35538074,21.491489818713564,1.0,-21.136109078713563
14328,2020-08-16,144.86815,17.798746,0.35538074,21.491489818713564,1.0,-21.136109078713563
14329,2020-08-16,144.86815,17.798746,0.35538074,21.491489818713564,1.0,-21.136109078713563
14330,2020-08-17,177.78183,17.900753,0.11611294,26.492307240486667,1.0,-26.376194300486667
14331,2020-08-17,177.78183,17.900753,0.11611294,26.492307240486667,1.0,-26.376194300486667
14332,2020-08-18,183.71986,18.6276,0.1337909,28.246091645861533,1.0,-28.112300745861532
14333,2020-08-18,183.71986,18.6276,0.1337909,28.246091645861533,1.0,-28.112300745861532
14334,2020-08-19,182.19365,18.655502,0.19947109,28.044522722295024,1.0,-27.845051632295025
14335,2020-08-20,159.61981,18.465345,0.9602231,24.37229249404249,1.0,-23.41206939404249
14336,2020-08-20,159.61981,18.465345,0.9602231,24.37229249404249,1.0,-23.41206939404249
14337,2020-08-20,159.61981,18.465345,0.9602231,24.37229249404249,1.0,-23.41206939404249
14338,2020-08-20,159.61981,18.465345,0.9602231,24.37229249404249,1.0,-23.41206939404249
14340,2020-08-22,166.88496,16.882086,0.18127136,23.762305093874026,4.0,-23.581033733874026
14341,2020-08-22,166.88496,16.882086,0.18127136,23.762305093874026,4.0,-23.581033733874026
14342,2020-08-22,166.88496,16.882086,0.18127136,23.762305093874026,4.0,-23.581033733874026
14346,2020-08-26,117.923294,14.856438,4.5084963,15.236443102985245,4.0,-10.727946802985244
14347,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14348,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14349,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14350,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14351,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14352,2020-08-27,90.80357,14.206799,2.4800851,11.34855490286589,4.0,-8.86846980286589
14353,2020-08-28,77.78789,14.273369,22.57953,9.755561606594288,4.0,12.82396839340571
14354,2020-08-28,77.78789,14.273369,22.57953,9.755561606594288,4.0,12.82396839340571
14355,2020-08-29,118.77353,11.279074,0.7502282,12.581488053821058,3.0,-11.831259853821058
14357,2020-09-01,118.946335,13.860399,0.07162164,14.597705216603757,1.0,-14.526083576603757
14358,2020-09-02,157.00351,13.154094,0.1192948,18.5466975460043,5.0,-18.4274027460043
14360,2020-09-04,126.855736,15.189151,4.164059,16.665210888340294,3.0,-12.501151888340294
14362,2020-09-06,107.42172,13.920633,13.456808,13.225448596751432,3.0,0.23135940324856819
14363,2020-09-06,107.42172,13.920633,13.456808,13.225448596751432,3.0,0.23135940324856819
14364,2020-09-06,107.42172,13.920633,13.456808,13.225448596751432,3.0,0.23135940324856819
14365,2020-09-06,107.42172,13.920633,13.456808,13.225448596751432,1.0,0.23135940324856819
14366,2020-09-07,51.169716,12.757809,20.435226,5.912688985634072,3.0,14.522537014365927
14367,2020-09-07,51.169716,12.757809,20.435226,5.912688985634072,5.0,14.522537014365927
14368,2020-09-08,115.36248,12.627947,1.1240671,13.232715273480999,4.0,-12.108648173480999
