,index,date,max_air_temp,min_air_temp,irad_amt,PET,av_temp,prcp_amt,remaining,amount
4020,516.0,2020-09-07,13.6,11.2,3.551,0.402052316501822,12.399999999999999,10.6,10.197947683498178,3.0
4021,516.0,2020-09-07,13.6,11.2,3.551,0.402052316501822,12.399999999999999,10.6,10.197947683498178,5.0
4022,518.0,2020-09-08,17.1,12.6,6.2250000000000005,0.8040489979177514,14.850000000000001,1.9,1.0959510020822485,4.0
4023,518.0,2020-09-08,17.1,12.6,6.2250000000000005,0.8040489979177514,14.850000000000001,1.9,1.0959510020822485,4.0
4024,518.0,2020-09-08,17.1,12.6,6.2250000000000005,0.8040489979177514,14.850000000000001,1.9,1.0959510020822485,4.0
4025,518.0,2020-09-08,17.1,12.6,6.2250000000000005,0.8040489979177514,14.850000000000001,1.9,1.0959510020822485,3.0
4026,518.0,2020-09-08,17.1,12.6,6.2250000000000005,0.8040489979177514,14.850000000000001,1.9,1.0959510020822485,4.0
4028,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,3.0
4029,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,3.0
4030,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,4.0
4031,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,4.0
4032,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,3.0
4033,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,2.0
4034,522.0,2020-09-10,11.8,6.1,5.576,0.5061504424778761,8.95,0.5,-0.006150442477876106,4.0
4036,526.0,2020-09-12,12.7,11.0,8.064,0.8841644976574702,11.85,3.7,2.81583550234253,2.0
4037,528.0,2020-09-13,17.4,12.6,10.859,1.4131962519521084,15.0,26.5,25.086803748047892,4.0
4038,528.0,2020-09-13,17.4,12.6,10.859,1.4131962519521084,15.0,26.5,25.086803748047892,4.0
4039,531.0,2020-09-14,15.8,14.0,8.514000000000001,1.1024765747006768,14.9,0.2,-0.9024765747006769,3.0
4040,531.0,2020-09-14,15.8,14.0,8.514000000000001,1.1024765747006768,14.9,0.2,-0.9024765747006769,3.0
4041,533.0,2020-09-15,15.4,13.8,9.036,1.1524310255075485,14.600000000000001,6.9,5.747568974492452,3.0
4042,535.0,2020-09-16,13.9,11.0,5.7250000000000005,0.6500601900052057,12.45,1.3,0.6499398099947944,3.0
4043,537.0,2020-09-17,14.1,7.6,13.898,1.4333895106715255,10.85,0.0,-1.4333895106715255,2.0
4044,539.0,2020-09-18,13.7,7.0,12.54,1.252531233732431,10.35,0.0,-1.252531233732431,4.0
4045,539.0,2020-09-18,13.7,7.0,12.54,1.252531233732431,10.35,0.0,-1.252531233732431,1.0
4046,541.0,2020-09-19,11.4,4.2,15.218999999999998,1.267589796980739,7.800000000000001,0.0,-1.267589796980739,1.0
4048,545.0,2020-09-21,13.6,6.5,6.675000000000001,0.6536878578865176,10.05,0.0,-0.6536878578865176,1.0
4051,551.0,2020-09-24,8.6,2.0,9.372,0.6281337844872463,5.3,0.0,-0.6281337844872463,1.0
4052,551.0,2020-09-24,8.6,2.0,9.372,0.6281337844872463,5.3,0.0,-0.6281337844872463,1.0
4053,553.0,2020-09-25,8.2,0.2,10.322,0.6179229567933369,4.199999999999999,1.5,0.8820770432066631,1.0
4054,555.0,2020-09-26,8.4,0.9,12.378,0.7772494794377928,4.65,0.0,-0.7772494794377928,2.0
4055,555.0,2020-09-26,8.4,0.9,12.378,0.7772494794377928,4.65,0.0,-0.7772494794377928,1.0
4056,555.0,2020-09-26,8.4,0.9,12.378,0.7772494794377928,4.65,0.0,-0.7772494794377928,1.0
4057,555.0,2020-09-26,8.4,0.9,12.378,0.7772494794377928,4.65,0.0,-0.7772494794377928,1.0
4058,557.0,2020-09-27,6.3,-0.9,13.425,0.6726477095262884,2.6999999999999997,0.0,-0.6726477095262884,1.0
4059,557.0,2020-09-27,6.3,-0.9,13.425,0.6726477095262884,2.6999999999999997,0.0,-0.6726477095262884,1.0
4060,559.0,2020-09-28,11.7,4.6,3.807,0.3257551405517959,8.149999999999999,1.8,1.4742448594482043,1.0
4061,561.0,2020-09-29,10.6,3.9,11.332,0.9032860489328476,7.25,0.9,-0.003286048932847563,1.0
4062,563.0,2020-09-30,12.2,8.0,3.301,0.3243434409161895,10.1,24.9,24.57565655908381,4.0
4063,563.0,2020-09-30,12.2,8.0,3.301,0.3243434409161895,10.1,24.9,24.57565655908381,5.0
4064,565.0,2020-10-01,10.6,8.0,12.901,1.2004444299843833,9.3,6.8,5.5995555700156165,2.0
4065,565.0,2020-10-01,10.6,8.0,12.901,1.2004444299843833,9.3,6.8,5.5995555700156165,3.0
4067,569.0,2020-10-03,7.1,3.0,1.327,0.0867799973971889,5.05,0.0,-0.0867799973971889,4.0
4068,569.0,2020-10-03,7.1,3.0,1.327,0.0867799973971889,5.05,0.0,-0.0867799973971889,3.0
4069,571.0,2020-10-04,13.1,8.5,7.010000000000001,0.7207053617907341,10.8,19.7,18.979294638209264,5.0
4070,573.0,2020-10-05,10.2,8.5,8.293000000000001,0.7743658901613745,9.35,1.6,0.8256341098386256,3.0
4071,573.0,2020-10-05,10.2,8.5,8.293000000000001,0.7743658901613745,9.35,1.6,0.8256341098386256,4.0
4073,577.0,2020-10-07,11.9,10.7,5.702,0.6047800624674649,11.3,5.8,5.195219937532535,3.0
4074,577.0,2020-10-07,11.9,10.7,5.702,0.6047800624674649,11.3,5.8,5.195219937532535,4.0
4075,577.0,2020-10-07,11.9,10.7,5.702,0.6047800624674649,11.3,5.8,5.195219937532535,3.0
4076,577.0,2020-10-07,11.9,10.7,5.702,0.6047800624674649,11.3,5.8,5.195219937532535,3.0
4077,577.0,2020-10-07,11.9,10.7,5.702,0.6047800624674649,11.3,5.8,5.195219937532535,3.0
4078,579.0,2020-10-08,9.1,6.4,6.609,0.5483130530973451,7.75,3.2,2.651686946902655,3.0
4079,579.0,2020-10-08,9.1,6.4,6.609,0.5483130530973451,7.75,3.2,2.651686946902655,3.0
4080,579.0,2020-10-08,9.1,6.4,6.609,0.5483130530973451,7.75,3.2,2.651686946902655,2.0
4081,579.0,2020-10-08,9.1,6.4,6.609,0.5483130530973451,7.75,3.2,2.651686946902655,4.0
4082,581.0,2020-10-09,9.8,7.5,5.726999999999999,0.5086774466423737,8.65,4.8,4.2913225533576265,4.0
4083,581.0,2020-10-09,9.8,7.5,5.726999999999999,0.5086774466423737,8.65,4.8,4.2913225533576265,2.0
4085,585.0,2020-10-11,10.0,2.8,9.444,0.7005570015616867,6.4,0.6,-0.10055700156168668,4.0
4086,587.0,2020-10-12,9.9,7.9,4.846,0.4383094742321707,8.9,4.5,4.06169052576783,4.0
4090,597.0,2020-10-16,7.6,3.5,4.887,0.3354883524206142,5.55,0.0,-0.3354883524206142,3.0
4094,605.0,2020-10-20,11.2,9.7,2.9930000000000003,0.3008969937532535,10.45,39.2,38.89910300624675,5.0
4095,605.0,2020-10-20,11.2,9.7,2.9930000000000003,0.3008969937532535,10.45,39.2,38.89910300624675,2.0
4096,605.0,2020-10-20,11.2,9.7,2.9930000000000003,0.3008969937532535,10.45,39.2,38.89910300624675,5.0
4097,605.0,2020-10-20,11.2,9.7,2.9930000000000003,0.3008969937532535,10.45,39.2,38.89910300624675,5.0
4098,607.0,2020-10-21,12.8,11.3,3.6309999999999993,0.4028406428943258,12.05,9.5,9.097159357105674,4.0
4099,609.0,2020-10-22,10.5,8.5,2.788,0.2630530973451327,9.5,0.8,0.5369469026548673,4.0
4105,622.0,2020-10-28,8.1,6.3,3.799000000000001,0.3015864133263926,7.199999999999999,12.2,11.898413586673607,3.0
4106,624.0,2020-10-29,9.5,6.6,1.6889999999999998,0.1434243232691306,8.05,9.2,9.05657567673087,5.0
4107,626.0,2020-10-30,14.5,9.6,4.9750000000000005,0.5519504815200418,12.05,17.3,16.74804951847996,4.0
4108,626.0,2020-10-30,14.5,9.6,4.9750000000000005,0.5519504815200418,12.05,17.3,16.74804951847996,3.0
4109,626.0,2020-10-30,14.5,9.6,4.9750000000000005,0.5519504815200418,12.05,17.3,16.74804951847996,3.0
4110,626.0,2020-10-30,14.5,9.6,4.9750000000000005,0.5519504815200418,12.05,17.3,16.74804951847996,4.0
4112,630.0,2020-11-01,11.5,6.8,1.7180000000000004,0.1581838885996877,9.15,23.1,22.941816111400314,5.0
4113,630.0,2020-11-01,11.5,6.8,1.7180000000000004,0.1581838885996877,9.15,23.1,22.941816111400314,5.0
4114,630.0,2020-11-01,11.5,6.8,1.7180000000000004,0.1581838885996877,9.15,23.1,22.941816111400314,5.0
4115,630.0,2020-11-01,11.5,6.8,1.7180000000000004,0.1581838885996877,9.15,23.1,22.941816111400314,5.0
4118,636.0,2020-11-04,9.3,5.6,3.504,0.2838677771993753,7.45,5.2,4.916132222800625,4.0
4147,698.0,2020-12-03,5.6,2.1,1.695,0.097610294117647,3.8499999999999996,11.7,11.602389705882352,4.0
